platform,url,id,name,price,category,crawl_time
lazada,https://www.lazada.vn/products/pdp-i3218897360.html,3218897360,"Điện thoại thông minh POCO C75 (6+128GB | 8+256GB) | Màn hình 6,88"" | Pin 5160mAh | Camera kép 50MP AI",0,smartphones,2025-10-21T02:01:01.793446
lazada,https://www.lazada.vn/products/pdp-i3216375050.html,3216375050,"Điện thoại thông minh REDMI Note 14 Pro+ 5G (8+256GB) | Màn hình 6.67"" | Snap 7S Gen 3 | Camera AI 200MP",0,smartphones,2025-10-21T02:01:02.128179
lazada,https://www.lazada.vn/products/pdp-i3139382615.html,3139382615,điện thoại SS.A10s 2sim ram 3G bộ nhớ trong 32GB nguyên zin đẹp keng,0,smartphones,2025-10-21T02:01:02.470461
lazada,https://www.lazada.vn/products/pdp-i3212560032.html,3212560032,"Điện thoại Red.mi Note 14 2sim ram 8G/256G, Cấu hình mạnh, cày game nặng siêu mượt, máy chính hãng, bảo hành 12 tháng",0,smartphones,2025-10-21T02:01:02.796237
lazada,https://www.lazada.vn/products/pdp-i2395322903.html,2395322903,[Sale 15.10] Điện Thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,0,smartphones,2025-10-21T02:01:03.133808
lazada,https://www.lazada.vn/products/pdp-i3210658076.html,3210658076,[Sale 15.10] Điện Thoại OPPO A3 (8GB/128GB) - Hàng chính hãng,0,smartphones,2025-10-21T02:01:03.483414
lazada,https://www.lazada.vn/products/pdp-i2862520896.html,2862520896,"Điện thoại giá rẻ chữa cháy giá rẻ cho học sinh ,sinh viên , Samsung Galaxy J7 Prime 2sim ram 2G/16G Chính Hãng, Bảo hành 12 Tháng, Cảm ứng mượt lướt Wed Zalo FB Youtube chất",0,smartphones,2025-10-21T02:01:03.816917
lazada,https://www.lazada.vn/products/pdp-i2380187050.html,2380187050,Samsung j7 pro chính hãng,0,smartphones,2025-10-21T02:01:04.144562
lazada,https://www.lazada.vn/products/pdp-i3209284880.html,3209284880,"Điện Thoại Samsung Galaxy A10 Chính Hãng – Màn Hình 6.2 inch HD+, Chip Exynos 7884, RAM 2GB, ROM 32GB, Camera 13MP, Pin 3400mAh – Máy Đẹp, Bền, Giá Rẻ, Bảo Hành Uy Tín 1 Đổi 1 Trong 30 Ngày 🔥",0,smartphones,2025-10-21T02:01:04.504352
lazada,https://www.lazada.vn/products/pdp-i2537814355.html,2537814355,"điện thoại vsmart joy3 pin 5000mah giá rẻ chính hãng, điện thoại tặng đầy đủ phụ kiện bảo hành 06 tháng!",0,smartphones,2025-10-21T02:01:04.838158
lazada,https://www.lazada.vn/products/pdp-i3105282159.html,3105282159,"Điện thoại Samsung Galaxy A33 máy 2sim ram 6G/128G Chính Hãng, lướt Web Tiktok Facebook Youtube , Camera mượt",0,smartphones,2025-10-21T02:01:05.699598
lazada,https://www.lazada.vn/products/pdp-i3213665712.html,3213665712,"điện thoại A92 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao khủng, Chiến mọi game nặng siêu mượt",0,smartphones,2025-10-21T02:01:06.040552
lazada,https://www.lazada.vn/products/pdp-i2885865695.html,2885865695,điện thoại SS J3 Pro ram 2G bộ nhớ 16G bản 2 sim zin đẹp,0,smartphones,2025-10-21T02:01:06.375037
lazada,https://www.lazada.vn/products/pdp-i2829954937.html,2829954937,"Điện thoại giá rẻ Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp,LNST",0,smartphones,2025-10-21T02:01:06.729821
lazada,https://www.lazada.vn/products/pdp-i2652834779.html,2652834779,Điện thoại TCL T508N có cảm ứng Có Google - Android 13 ram 3G 32G Unisoc T157,0,smartphones,2025-10-21T02:01:07.094954
lazada,https://www.lazada.vn/products/pdp-i2831759669.html,2831759669,SAMSUNG S9PLUS LƯỚT WEB BAO MƯỢT MÁY ĐẸP BAO BỀN 6G/64G.,0,smartphones,2025-10-21T02:01:07.429333
