category,title,url,price
smartphones,iPhone 17 Pro Max - Hàng Chính Hãng VN/A,https://www.lazada.vn/products/pdp-i3179765981.html,39.990.000 ₫
smartphones,iPhone 15 - Hàng Chính Hãng VN/A,https://www.lazada.vn/products/pdp-i2417259469.html,16.390.000 ₫
smartphones,iPhone 17 Pro - Hàng Chính Hãng VN/A [GIAO NGAY],https://www.lazada.vn/products/pdp-i3179768989.html,36.990.000 ₫
smartphones,"[SALE BRAND DAY - TỪ 20H 30.10] [KIỂM TRA GIỎ HÀNG] Điện thoại Samsung Galaxy S25 Ultra (256GB | 512GB), Điện thoại AI, Tìm kiếm thông minh, Video camera đêm Nightography, S Pen đa nhiệm",https://www.lazada.vn/products/pdp-i2978129024.html,31.989.000 ₫
smartphones,iPhone 16 Pro Max - Hàng Chính Hãng VN/A,https://www.lazada.vn/products/pdp-i2792189799.html,32.290.000 ₫
smartphones,iPhone 14 - Hàng Chính Hãng VN/A,https://www.lazada.vn/products/pdp-i2018265056.html,13.290.000 ₫
smartphones,BDF M3PRO 8GB/256GB Global Phiên bản 5G Điện thoại thông minh 48MP Camera 67W Sạc điện thoại di động 144Hz,https://www.lazada.vn/products/pdp-i2220789765.html,930.000 ₫
smartphones,"Điện thoại oukitel wp21 (Ram 12Gb,Rom 256Gb ,chống sốc,chống nước,pin khủng, pin 9.800mAh)",https://www.lazada.vn/products/pdp-i3226831492.html,776.300 ₫
smartphones,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại 5G giá rẻ Samsung Galaxy Note 10 5G 2sim ram 12G/256G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, Chiến Game mượt",https://www.lazada.vn/products/pdp-i3229185228.html,298.000 ₫
smartphones,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại giá rẻ Samsung Galaxy Note 10 Plus 2sim ram 12G/256G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, -MS",https://www.lazada.vn/products/pdp-i3229099296.html,298.000 ₫
smartphones,"Điện Thoại Sony Xperia XZ2 Compact, Chip Snapdragon 845, Ram 4/64GB. SonPixel",https://www.lazada.vn/products/pdp-i2604813299.html,1.743.000 ₫
smartphones,2025 i15 Pro điện thoại thông minh 6.7 inch HD Android đt 16GB/1TB 3G/4G/5G giá rẻ điện thoại rẻ cho học sinh Hai SIM,https://www.lazada.vn/products/pdp-i3232093950.html,1.300.000 ₫
