platform,url,id,name,price,category,crawl_time
lazada,https://www.lazada.vn/products/pdp-i3218897360.html,3218897360,"Điện thoại thông minh POCO C75 (6+128GB | 8+256GB) | Màn hình 6,88"" | Pin 5160mAh | Camera kép 50MP AI",0,smartphones,2025-10-21T02:15:15.196285
lazada,https://www.lazada.vn/products/pdp-i3216375050.html,3216375050,"Điện thoại thông minh REDMI Note 14 Pro+ 5G (8+256GB) | Màn hình 6.67"" | Snap 7S Gen 3 | Camera AI 200MP",0,smartphones,2025-10-21T02:15:16.327515
lazada,https://www.lazada.vn/products/pdp-i3139382615.html,3139382615,điện thoại SS.A10s 2sim ram 3G bộ nhớ trong 32GB nguyên zin đẹp keng,0,smartphones,2025-10-21T02:15:17.487217
lazada,https://www.lazada.vn/products/pdp-i3212560032.html,3212560032,"Điện thoại Red.mi Note 14 2sim ram 8G/256G, Cấu hình mạnh, cày game nặng siêu mượt, máy chính hãng, bảo hành 12 tháng",0,smartphones,2025-10-21T02:15:18.617991
lazada,https://www.lazada.vn/products/pdp-i2395322903.html,2395322903,[Sale 15.10] Điện Thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,0,smartphones,2025-10-21T02:15:19.759539
lazada,https://www.lazada.vn/products/pdp-i3210658076.html,3210658076,[Sale 15.10] Điện Thoại OPPO A3 (8GB/128GB) - Hàng chính hãng,0,smartphones,2025-10-21T02:15:20.903783
lazada,https://www.lazada.vn/products/pdp-i2862520896.html,2862520896,"Điện thoại giá rẻ chữa cháy giá rẻ cho học sinh ,sinh viên , Samsung Galaxy J7 Prime 2sim ram 2G/16G Chính Hãng, Bảo hành 12 Tháng, Cảm ứng mượt lướt Wed Zalo FB Youtube chất",0,smartphones,2025-10-21T02:15:22.047323
lazada,https://www.lazada.vn/products/pdp-i2380187050.html,2380187050,Samsung j7 pro chính hãng,0,smartphones,2025-10-21T02:15:23.205320
lazada,https://www.lazada.vn/products/pdp-i3209284880.html,3209284880,"Điện Thoại Samsung Galaxy A10 Chính Hãng – Màn Hình 6.2 inch HD+, Chip Exynos 7884, RAM 2GB, ROM 32GB, Camera 13MP, Pin 3400mAh – Máy Đẹp, Bền, Giá Rẻ, Bảo Hành Uy Tín 1 Đổi 1 Trong 30 Ngày 🔥",0,smartphones,2025-10-21T02:15:24.315106
lazada,https://www.lazada.vn/products/pdp-i2537814355.html,2537814355,"điện thoại vsmart joy3 pin 5000mah giá rẻ chính hãng, điện thoại tặng đầy đủ phụ kiện bảo hành 06 tháng!",0,smartphones,2025-10-21T02:15:25.443585
lazada,https://www.lazada.vn/products/pdp-i3105282159.html,3105282159,"Điện thoại Samsung Galaxy A33 máy 2sim ram 6G/128G Chính Hãng, lướt Web Tiktok Facebook Youtube , Camera mượt",0,smartphones,2025-10-21T02:15:27.382203
lazada,https://www.lazada.vn/products/pdp-i3213665712.html,3213665712,"điện thoại A92 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao khủng, Chiến mọi game nặng siêu mượt",0,smartphones,2025-10-21T02:15:28.498570
lazada,https://www.lazada.vn/products/pdp-i2885865695.html,2885865695,điện thoại SS J3 Pro ram 2G bộ nhớ 16G bản 2 sim zin đẹp,0,smartphones,2025-10-21T02:15:29.670969
lazada,https://www.lazada.vn/products/pdp-i2829954937.html,2829954937,"Điện thoại giá rẻ Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp,LNST",0,smartphones,2025-10-21T02:15:30.777081
lazada,https://www.lazada.vn/products/pdp-i2652834779.html,2652834779,Điện thoại TCL T508N có cảm ứng Có Google - Android 13 ram 3G 32G Unisoc T157,0,smartphones,2025-10-21T02:15:31.915368
lazada,https://www.lazada.vn/products/pdp-i2831759669.html,2831759669,SAMSUNG S9PLUS LƯỚT WEB BAO MƯỢT MÁY ĐẸP BAO BỀN 6G/64G.,0,smartphones,2025-10-21T02:15:33.031209
lazada,https://www.lazada.vn/products/pdp-i2741645733.html,2741645733,Điện thoại Viettel chính hãng (4G),0,smartphones,2025-10-21T02:15:34.174582
lazada,https://www.lazada.vn/products/pdp-i3212480734.html,3212480734,điện thoại 0PP0 A93 5G (8GB/128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0,smartphones,2025-10-21T02:15:35.287807
lazada,https://www.lazada.vn/products/pdp-i2964314110.html,2964314110,Điện thoại asuz Zenfone 2 laze android 5.0,0,smartphones,2025-10-21T02:15:36.428396
lazada,https://www.lazada.vn/products/pdp-i3060476917.html,3060476917,Điện Thoại Samsung Galaxy A26 5G 8GB/256GB 8GB/128GB 6GB/128GB,0,smartphones,2025-10-21T02:15:37.553516
lazada,https://www.lazada.vn/products/pdp-i3044735080.html,3044735080,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,0,smartphones,2025-10-21T02:15:39.538269
lazada,https://www.lazada.vn/products/pdp-i3170665970.html,3170665970,"[SALE LƯƠNG VỀ 20-27.10] [ĐỘC QUYÊN MÀU ĐEN] Điện thoại Samsung Galaxy A16 5G (4-128GB), màn hình Super AMOLED 6.7"", kháng bụi nước IP54, bền mượt 6 năm",0,smartphones,2025-10-21T02:15:40.655003
lazada,https://www.lazada.vn/products/pdp-i3212534416.html,3212534416,điện thoại 0PP0 A53 (128GB) |Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0,smartphones,2025-10-21T02:15:41.798167
lazada,https://www.lazada.vn/products/pdp-i2634033513.html,2634033513,6840 iC 11Series,0,smartphones,2025-10-21T02:15:42.916030
