url,product_id,name,price,brand,category,rating,images,crawl_timestamp,platform
https://www.lazada.vn/products/pdp-i2508460938.html,2508460938,Galaxy S23 Ultra nhà kho giá rẻ thanh toán 5G bản gốc 16GB RAM+512GB ROM máy ảnh hd máy ảnh thẻ đôi điện thoại thông minh điện thoại thanh toán giao hàng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:56.934531,lazada_vn
https://www.lazada.vn/products/pdp-i3139382615.html,3139382615,điện thoại SS.A10s 2sim ram 3G bộ nhớ trong 32GB nguyên zin đẹp keng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:57.491870,lazada_vn
https://www.lazada.vn/products/pdp-i2437150867.html,2437150867,Điện thoại Samsung J7prime sóng 4G 2sim.Loa to sóng khỏe. BẢO HÀNH 6 THÁNG. 1 ĐỔI 1 TRONG 2 THÁNG,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:58.067023,lazada_vn
https://www.lazada.vn/products/pdp-i3217960147.html,3217960147,"Điện thoại Ss M51 2sim ram 8G/128G, Hàng Chính Hãng, bảo hành 12 tháng Chụp ảnh đẹp, VÂN TAY OK",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:58.618141,lazada_vn
https://www.lazada.vn/products/pdp-i3219978528.html,3219978528,"Điện thoại DOOGEE S200X bền bỉ (Ram 32G,Rom 512GB,màn hình 6 72 inch 120Hz ,Android 14 Pin 10100mAh 33W) có NFC",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:59.221547,lazada_vn
https://www.lazada.vn/products/pdp-i3219989427.html,3219989427,Điện thoại Blackview BV9300 Pro (12/256) Chính Hãng Mới 100% Nguyên Seal - màn hình 6.7 Pin 15.080 mah Chống nước chống va đập,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:04:59.811922,lazada_vn
https://www.lazada.vn/products/pdp-i3195015472.html,3195015472,Điện thoại Giá mềm mướt game đt siêu rẻ Giảm giá sốc điện thoại Hàng mới về Giao hàng nhận tiền Cấu hình mạnh đỉnh Mới 100%,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:01.522572,lazada_vn
https://www.lazada.vn/products/pdp-i2979360925.html,2979360925,NEW S24 Ultra điện thoại di động 7.3 inch Android đt 3G/4G/5G giá rẻ 8GB/256GB HD Toàn màn hình điện thoại rẻ cho học sinh Hai SIM Với bút Dấu vân tay GPS Face ID,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:02.141297,lazada_vn
https://www.lazada.vn/products/pdp-i2575033456.html,2575033456,Smartphone S23 Giá Cực Rẻ Chính Hãng Murah Màn Hình Full HD Điện Thoại 7.3 Inch Bộ Nhớ Lớn 8+512GB Dual SIM Camera 32+64MP Pin 6800MAh,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:02.742835,lazada_vn
https://www.lazada.vn/products/pdp-i3216087686.html,3216087686,"Điện thoại siêu phẩm SS_ A72 5G (8GB/256GB) hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng trên toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:03.371570,lazada_vn
https://www.lazada.vn/products/pdp-i3216102940.html,3216102940,"Điện thoại Red.mi Note 11 pro 2sim ram 8G/128G, Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:03.937492,lazada_vn
https://www.lazada.vn/products/pdp-i2634033513.html,2634033513,6840 iC 11Series,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:06.248740,lazada_vn
https://www.lazada.vn/products/pdp-i3212560032.html,3212560032,"Điện thoại Red.mi Note 14 2sim ram 8G/256G, Cấu hình mạnh, cày game nặng siêu mượt, máy chính hãng, bảo hành 12 tháng",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:06.876078,lazada_vn
https://www.lazada.vn/products/pdp-i3216102906.html,3216102906,Điện thoại realme C71  RAM 6GB ROM 128GB hàng chính hãng mới 100% bảo hành 12 thàng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:07.463375,lazada_vn
https://www.lazada.vn/products/pdp-i3217079008.html,3217079008,điện thoại 0PP0 A57 (128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:08.019226,lazada_vn
https://www.lazada.vn/products/pdp-i1958185735.html,1958185735,xác điện thoại Samsung A600,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:08.659180,lazada_vn
https://www.lazada.vn/products/pdp-i3216062878.html,3216062878,Điện thoại realme C61 RAM 6GB ROM 128GB Hàng Chính Hãng Mới 100% Bảo Hành 12 Tháng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:10.857085,lazada_vn
https://www.lazada.vn/products/pdp-i3217896629.html,3217896629,"Điện thoại SS A32 máy 2sim ram 6G/128G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:11.457670,lazada_vn
https://www.lazada.vn/products/pdp-i3219971657.html,3219971657,"Điện thoại siêu bền Blackview BV8900 ( Android 13, Màn hình 6,5 inch Ram16GB ,Rom 256GB , Bảo hành 1 năm có NFC )",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:12.033224,lazada_vn
https://www.lazada.vn/products/pdp-i3217035723.html,3217035723,điện thoại 0PP0 A93 5G (8GB/128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:12.586107,lazada_vn
https://www.lazada.vn/products/pdp-i3216161038.html,3216161038,"Điện thoại SS 23ut máy 2sim ram 12G/512G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc có nfc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:13.150170,lazada_vn
https://www.lazada.vn/products/pdp-i2582464737.html,2582464737,Samsung Galaxy A01 Core (2GB | 32GB) mới 95% .,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:15.548543,lazada_vn
https://www.lazada.vn/products/pdp-i3216093624.html,3216093624,Điện thoại Xia0.mi Redmi 13X  - 8GB/128GB - Hàng Chính Hãng mới 100% bảo hành 12 tháng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:16.255100,lazada_vn
https://www.lazada.vn/products/pdp-i3216129448.html,3216129448,Điện thoại thông minh Xia0mi Redmi A5- 4GB/128GB - Hàng Chính Hãng Mới 100% Bảo Hành 12 Tháng Có NFC,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:16.995703,lazada_vn
https://www.lazada.vn/products/pdp-i3217015597.html,3217015597,điện thoại 0PP0 A93s 5G (8GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:17.592158,lazada_vn
https://www.lazada.vn/products/pdp-i3216098924.html,3216098924,"Điện thoại Ss M51 2sim ram 8G/128G, Hàng Chính Hãng, bảo hành 12 tháng Chụp ảnh đẹp, VÂN TAY OK",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:18.191107,lazada_vn
https://www.lazada.vn/products/pdp-i3216162003.html,3216162003,"Điện thoại siêu phẩm mi Mi 15 Utra Cấu hình mạnh, cày game nặng siêu mượt (16+512GB) | Màn hình 6.73 bảo hành 12 tháng",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:20.447165,lazada_vn
https://www.lazada.vn/products/pdp-i3217950181.html,3217950181,"Điện thoại siêu phẩm SS_ A72 5G (8GB/256GB) hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng trên toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:20.994928,lazada_vn
https://www.lazada.vn/products/pdp-i3217962118.html,3217962118,"Điện thoại Redmi_n0te 13pr 5g Ram  8GB/256B pin 5100 mAh máy chính hãng mới 100% , bảo hành 12 tháng toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:21.563607,lazada_vn
https://www.lazada.vn/products/pdp-i2948525081.html,2948525081,"[SALE GIÁ RẺ SỐC] Điện thoại Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, SSBM2",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:22.135400,lazada_vn
https://www.lazada.vn/products/pdp-i2636738479.html,2636738479,Điện thoại Samsung Galaxy A01 thay vỏ mới đẹp,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:22.732962,lazada_vn
https://www.lazada.vn/products/pdp-i3217074099.html,3217074099,điện thoại 0PP0 A53 (128GB) |Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng có NFC,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:25.232064,lazada_vn
https://www.lazada.vn/products/pdp-i3191971946.html,3191971946,"Điện thoại siêu bền Ulefone Armor 22(IP68/IP69K, Android 13, MediaTek Helio G96 Octa Core,màn hình 6,58 inch, Mạng: 4G)",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:26.131667,lazada_vn
https://www.lazada.vn/products/pdp-i3216133306.html,3216133306,Điện Thoại OPPO A3 (8GB/128GB) | Siêu bền | SUPERVOOC - Hàng chính hãng,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:26.953851,lazada_vn
https://www.lazada.vn/products/pdp-i1321215608.html,1321215608,Samsung Note4 vỡ màn gọi còn đổ chuông cho anh em về lấy linh kiện,0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:27.623963,lazada_vn
https://www.lazada.vn/products/pdp-i3191879885.html,3191879885,"điện thoại 0PP0 Ren08pr0 5G (12GB/256GB) | Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",0.0,,Điện Thoại Di Động,,[],2025-10-20 23:05:28.195973,lazada_vn
