id,name,brand,category,subcategory,price_usd,price_vnd,original_price_usd,discount_percentage,rating,review_count,stock_quantity,warranty_months,description,platform_availability,payment_methods,source_platform,availability,data_source,market_focus,language,extracted_at,crawl_timestamp,product_url,main_category,source_file,data_category,weight_kg,is_featured,launch_date,vietnam_popularity_score,payment_methods_supported,created_at,target_market,market_size_usd,market_growth_rate,mobile_commerce_penetration,title,price,stock,thumbnail,warranty,shipping,return_policy,minimum_order,source,category_id,category_name,category_image,images,creation_date,update_date
CELLPHONES_421b05f5,Viettel Product 8365,Viettel,Electronics,Speakers,420.88,10101000.0,,,4.4,143.0,,,"Sản phẩm Product 8365 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:38.475400,https://cellphones.com/product/8a385a30,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_e002465f,OPPO Product 4655,OPPO,Electronics,Speakers,365.79,8779000.0,435.38,16.0,3.6,576.0,,,"Sản phẩm Product 4655 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:38.678957,https://cellphones.com/product/8ca45fbe,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_bf504dc8,BKAV Product 9116,BKAV,Electronics,Speakers,756.75,18162000.0,922.5,18.0,4.3,449.0,,,"Sản phẩm Product 9116 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:38.783844,https://cellphones.com/product/22ff654a,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_2d4a4799,Xiaomi Product 3068,Xiaomi,Electronics,Speakers,1766.67,42400000.0,,,4.0,1117.0,,,"Sản phẩm Product 3068 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:38.890454,https://cellphones.com/product/8717a39e,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_dc7f2d04,BKAV Product 7653,BKAV,Electronics,Speakers,590.17,14164000.0,,,4.4,1126.0,,,"Sản phẩm Product 7653 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.004783,https://cellphones.com/product/d18d8daf,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_b7e9ff6f,OPPO Product 9532,OPPO,Electronics,Speakers,908.62,21807000.0,1214.08,25.2,4.1,1070.0,,,"Sản phẩm Product 9532 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.113305,https://cellphones.com/product/c4327886,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_f045c50d,Xiaomi Product 2077,Xiaomi,Electronics,Speakers,1793.38,43041000.0,2243.46,20.1,3.5,349.0,,,"Sản phẩm Product 2077 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.222468,https://cellphones.com/product/529415e3,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_78217014,VinSmart Product 2034,VinSmart,Electronics,Speakers,133.29,3199000.0,,,4.8,520.0,,,"Sản phẩm Product 2034 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,False,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.337628,https://cellphones.com/product/476faa79,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_9457d0e7,Asanzo Product 8723,Asanzo,Electronics,Speakers,181.25,4350000.0,,,4.8,1278.0,,,"Sản phẩm Product 8723 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,False,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.448057,https://cellphones.com/product/17746013,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_afd86391,FPT Product 3303,FPT,Electronics,Speakers,166.79,4003000.0,241.96,31.1,4.0,1113.0,,,"Sản phẩm Product 3303 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.549284,https://cellphones.com/product/75d6382e,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
CELLPHONES_88410679,Asanzo Product 4054,Asanzo,Electronics,Speakers,428.75,10290000.0,,,4.8,838.0,,,"Sản phẩm Product 4054 chính hãng, bảo hành 12 tháng",Cellphones,,cellphones,True,Vietnamese_Crawled,Vietnam,English,2025-10-01T21:37:10.252384,2025-10-01 21:16:39.659228,https://cellphones.com/product/382d97b0,Audio,electronics_audio_20251001_213710.csv,audio,,,,,,,,,,,,,,,,,,,,,,,,,
